,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4146,polyketide synthase,190,20,1.85E-125,98.47,1,C:GO:0019028,C:viral capsid,,,IPR007893 (SMART); IPR007893 (PFAM); PTHR37089 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4147,fimbrial,167,20,4.19E-112,98.47,,,,,,IPR007893 (SMART); IPR007893 (PFAM); PTHR37089 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4148,sigma-fimbriae chaperone,251,20,1.33E-170,96.9,2,C:GO:0030288; P:GO:0071555,C:outer membrane-bounded periplasmic space; P:cell wall organization,,,IPR013783 (G3DSA:2.60.40.GENE3D); IPR016147 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); PTHR30251:SF4 (PANTHER); PTHR30251 (PANTHER); IPR008962 (SUPERFAMILY),C:GO:0030288; P:GO:0071555,C:outer membrane-bounded periplasmic space; P:cell wall organization
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4149,fimbrial assembly,794,20,0,98.51,5,P:GO:0006810; C:GO:0009279; P:GO:0009297; F:GO:0015473; C:GO:0016021,P:transport; C:cell outer membrane; P:pilus assembly; F:fimbrial usher porin activity; C:integral component of membrane,,,G3DSA:2.60.40.2610 (GENE3D); G3DSA:2.60.40.3110 (GENE3D); IPR000015 (PFAM); IPR025949 (PFAM); PTHR30451:SF5 (PANTHER); IPR000015 (PANTHER),P:GO:0009297; F:GO:0015473; C:GO:0016020,P:pilus assembly; F:fimbrial usher porin activity; C:membrane
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4150,fimbrial,320,20,0,98.86,,,,,,IPR007893 (SMART); IPR007893 (PFAM); PTHR37089 (PANTHER); PTHR37089:SF1 (PANTHER); PS51257 (PROSITE_PROFILES),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4151,Methyl-accepting chemotaxis II,555,20,0,99.19,4,F:GO:0004888; P:GO:0006935; P:GO:0007165; C:GO:0016021,F:transmembrane signaling receptor activity; P:chemotaxis; P:signal transduction; C:integral component of membrane,,,IPR004090 (PRINTS); IPR004089 (SMART); IPR003122 (SMART); IPR003660 (SMART); IPR003660 (PFAM); G3DSA:1.10.287.950 (GENE3D); G3DSA:1.20.120.30 (GENE3D); IPR004089 (PFAM); IPR003122 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR43531 (PANTHER); PTHR43531:SF8 (PANTHER); IPR003660 (PROSITE_PROFILES); IPR004089 (PROSITE_PROFILES); IPR003122 (CDD); cd11386 (CDD); IPR003660 (CDD); IPR035440 (SUPERFAMILY); SSF58104 (SUPERFAMILY),F:GO:0004888; P:GO:0006935; P:GO:0007165; C:GO:0016020; C:GO:0016021,F:transmembrane signaling receptor activity; P:chemotaxis; P:signal transduction; C:membrane; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4152,methyl-accepting IV,533,20,0,99.62,4,F:GO:0004888; P:GO:0006935; P:GO:0007165; C:GO:0016021,F:transmembrane signaling receptor activity; P:chemotaxis; P:signal transduction; C:integral component of membrane,,,IPR004090 (PRINTS); IPR004089 (SMART); IPR003122 (SMART); IPR003660 (SMART); G3DSA:1.10.287.950 (GENE3D); G3DSA:1.20.120.30 (GENE3D); IPR003660 (PFAM); IPR003122 (PFAM); IPR004089 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR43531 (PANTHER); PTHR43531:SF6 (PANTHER); IPR004089 (PROSITE_PROFILES); IPR003660 (PROSITE_PROFILES); cd11386 (CDD); IPR003660 (CDD); IPR003122 (CDD); IPR035440 (SUPERFAMILY); SSF58104 (SUPERFAMILY),F:GO:0004888; P:GO:0006935; P:GO:0007165; C:GO:0016020; C:GO:0016021,F:transmembrane signaling receptor activity; P:chemotaxis; P:signal transduction; C:membrane; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4153,chemotaxis,288,20,0,99.41,2,P:GO:0006479; F:GO:0008983,P:protein methylation; F:protein-glutamate O-methyltransferase activity,EC:2.1.1.80,Protein-glutamate O-methyltransferase,IPR000780 (PRINTS); IPR000780 (SMART); IPR036804 (G3DSA:1.10.155.GENE3D); IPR022641 (PFAM); IPR022642 (PFAM); IPR026024 (PIRSF); G3DSA:3.40.50.150 (GENE3D); PTHR24422:SF15 (PANTHER); PTHR24422 (PANTHER); IPR000780 (PROSITE_PROFILES); cd02440 (CDD); IPR029063 (SUPERFAMILY); SSF47757 (SUPERFAMILY),F:GO:0008757,F:S-adenosylmethionine-dependent methyltransferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4154,chemotaxis response regulator -glutamate methylesterase,349,20,0,99.79,5,F:GO:0000156; P:GO:0000160; C:GO:0005737; P:GO:0006935; F:GO:0008984,F:phosphorelay response regulator activity; P:phosphorelay signal transduction system; C:cytoplasm; P:chemotaxis; F:protein-glutamate methylesterase activity,EC:3.1.1.61; EC:3.1.1.1,Protein-glutamate methylesterase; Carboxylesterase,IPR001789 (SMART); IPR035909 (G3DSA:3.40.50.GENE3D); IPR001789 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR000673 (PFAM); IPR008248 (PIRSF); PTHR42872 (PANTHER); PTHR42872:SF3 (PANTHER); IPR001789 (PROSITE_PROFILES); IPR000673 (PROSITE_PROFILES); IPR008248 (HAMAP); IPR000673 (CDD); IPR001789 (CDD); IPR011006 (SUPERFAMILY); IPR035909 (SUPERFAMILY),F:GO:0000156; P:GO:0000160; C:GO:0005737; P:GO:0006935; F:GO:0008984,F:phosphorelay response regulator activity; P:phosphorelay signal transduction system; C:cytoplasm; P:chemotaxis; F:protein-glutamate methylesterase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4155,Chemotaxis,129,20,5.57E-87,99.57,5,P:GO:0000160; C:GO:0005737; P:GO:0006935; F:GO:0046872; P:GO:0097588,P:phosphorelay signal transduction system; C:cytoplasm; P:chemotaxis; F:metal ion binding; P:archaeal or bacterial-type flagellum-dependent cell motility,,,IPR001789 (SMART); IPR001789 (PFAM); G3DSA:3.40.50.2300 (GENE3D); PTHR43228 (PANTHER); IPR001789 (PROSITE_PROFILES); IPR001789 (CDD); IPR011006 (SUPERFAMILY),P:GO:0000160,P:phosphorelay signal transduction system
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4156,phosphatase,214,20,1.40E-152,99.51,6,F:GO:0004721; C:GO:0005737; P:GO:0006470; C:GO:0009288; P:GO:0050920; P:GO:0097588,F:phosphoprotein phosphatase activity; C:cytoplasm; P:protein dephosphorylation; C:bacterial-type flagellum; P:regulation of chemotaxis; P:archaeal or bacterial-type flagellum-dependent cell motility,EC:3.1.3.16; EC:3.1.3.41,Protein-serine/threonine phosphatase; 4-nitrophenylphosphatase,IPR007439 (PFAM); G3DSA:1.10.287.500 (GENE3D); IPR007439 (PIRSF); G3DSA:1.20.5.590 (GENE3D); PTHR43693 (PANTHER); SSF75708 (SUPERFAMILY),F:GO:0003824; C:GO:0009288; P:GO:0050920,F:catalytic activity; C:bacterial-type flagellum; P:regulation of chemotaxis
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4157,Flagellar biosynthetic,382,20,0,99.87,3,P:GO:0009306; C:GO:0016021; P:GO:0044780,P:protein secretion; C:integral component of membrane; P:bacterial-type flagellum assembly,,,IPR006135 (PRINTS); IPR029025 (G3DSA:3.40.1690.GENE3D); IPR006135 (PFAM); IPR006136 (TIGRFAM); mobidb-lite (MOBIDB_LITE); IPR006135 (PANTHER); PTHR30531:SF13 (PANTHER); IPR029025 (SUPERFAMILY),P:GO:0009306; P:GO:0015031; C:GO:0016020; C:GO:0016021; P:GO:0044780,P:protein secretion; P:protein transport; C:membrane; C:integral component of membrane; P:bacterial-type flagellum assembly
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4158,flagellar biosynthesis,692,20,0,99.74,3,P:GO:0009306; C:GO:0016021; P:GO:0044780,P:protein secretion; C:integral component of membrane; P:bacterial-type flagellum assembly,,,IPR001712 (PRINTS); IPR006301 (TIGRFAM); IPR001712 (PFAM); G3DSA:3.40.30.60 (GENE3D); G3DSA:1.10.490.80 (GENE3D); G3DSA:1.10.8.540 (GENE3D); IPR001712 (PIRSF); PTHR30161:SF1 (PANTHER); IPR001712 (PANTHER),P:GO:0009306; C:GO:0016020; C:GO:0016021; P:GO:0044780,P:protein secretion; C:membrane; C:integral component of membrane; P:bacterial-type flagellum assembly
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4159,flagellar flhE,130,20,2.15E-87,98.15,,,,,,IPR009420 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4160,arginyl-tRNA synthetase,577,20,0,99.78,4,F:GO:0004814; F:GO:0005524; C:GO:0005737; P:GO:0006420,F:arginine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:arginyl-tRNA aminoacylation,EC:6.1.1.19,Arginine--tRNA ligase,IPR001278 (PRINTS); IPR005148 (SMART); IPR008909 (SMART); IPR008909 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); IPR035684 (PFAM); IPR001278 (TIGRFAM); IPR005148 (PFAM); IPR036695 (G3DSA:3.30.1360.GENE3D); G3DSA:1.10.730.10 (GENE3D); PTHR11956:SF5 (PANTHER); IPR001278 (PANTHER); IPR001278 (HAMAP); cd07956 (CDD); IPR035684 (CDD); IPR036695 (SUPERFAMILY); IPR009080 (SUPERFAMILY); SSF52374 (SUPERFAMILY),F:GO:0000166; F:GO:0004812; F:GO:0004814; F:GO:0005524; C:GO:0005737; P:GO:0006418; P:GO:0006420,F:nucleotide binding; F:aminoacyl-tRNA ligase activity; F:arginine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation; P:arginyl-tRNA aminoacylation
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4161,VOC family,186,20,1.40E-132,99.65,,,,,,IPR010393 (PFAM); IPR029068 (G3DSA:3.10.180.GENE3D); PTHR37519:SF1 (PANTHER); IPR010393 (PANTHER); IPR010393 (CDD); IPR029068 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4162,copper homeostasis,247,20,0,99.84,3,F:GO:0005507; C:GO:0005737; P:GO:0006878,F:copper ion binding; C:cytoplasm; P:cellular copper ion homeostasis,,,IPR036822 (G3DSA:3.20.20.GENE3D); IPR023648 (PFAM); IPR005627 (PANTHER); IPR005627 (HAMAP); IPR036822 (SUPERFAMILY),F:GO:0005507; P:GO:0055070,F:copper ion binding; P:copper ion homeostasis
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4163,tRNA (mo5U34)-methyltransferase,323,20,0,99.46,4,P:GO:0002098; F:GO:0016300; F:GO:0016765; P:GO:0030488,"P:tRNA wobble uridine modification; F:tRNA (uracil) methyltransferase activity; F:transferase activity, transferring alkyl or aryl (other than methyl) groups; P:tRNA methylation",,,IPR027555 (PFAM); G3DSA:3.40.50.150 (GENE3D); IPR010017 (TIGRFAM); IPR010017 (HAMAP); cd02440 (CDD); IPR029063 (SUPERFAMILY),P:GO:0002098; F:GO:0016765,"P:tRNA wobble uridine modification; F:transferase activity, transferring alkyl or aryl (other than methyl) groups"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4164,tRNA (cmo5U34)-methyltransferase,247,20,0,99.27,5,P:GO:0002098; F:GO:0016300; F:GO:0016743; P:GO:0030488; F:GO:1904047,P:tRNA wobble uridine modification; F:tRNA (uracil) methyltransferase activity; F:carboxyl- or carbamoyltransferase activity; P:tRNA methylation; F:S-adenosyl-L-methionine binding,,,IPR005271 (PIRSF); IPR005271 (TIGRFAM); PF13649 (PFAM); G3DSA:3.40.50.150 (GENE3D); IPR005271 (PTHR43861:PANTHER); PTHR43861 (PANTHER); IPR005271 (HAMAP); cd02440 (CDD); IPR029063 (SUPERFAMILY),P:GO:0002098,P:tRNA wobble uridine modification
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4165,membrane,131,20,8.43E-89,98.43,1,C:GO:0016021,C:integral component of membrane,,,IPR023352 (G3DSA:1.20.120.GENE3D); IPR001129 (PFAM); PTHR35814:SF2 (PANTHER); PTHR35814 (PANTHER); IPR023352 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_4166,DUF72 domain-containing,272,20,0,97.83,,,,,,IPR002763 (PFAM); IPR036520 (G3DSA:3.20.20.GENE3D); IPR002763 (PANTHER); PTHR30348:SF9 (PANTHER); IPR036520 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4167,hydrolase,188,20,3.94E-134,98.91,2,P:GO:0008152; F:GO:0016787,P:metabolic process; F:hydrolase activity,,,IPR000868 (PFAM); IPR036380 (G3DSA:3.40.50.GENE3D); PTHR43540 (PANTHER); PTHR43540:SF7 (PANTHER); cd00431 (CDD); IPR036380 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4168,aspartyl-tRNA synthetase,590,20,0,99.94,5,F:GO:0003676; F:GO:0004812; F:GO:0005524; C:GO:0005737; P:GO:0006418,F:nucleic acid binding; F:aminoacyl-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation,,,IPR002312 (PRINTS); G3DSA:2.40.50.140 (GENE3D); IPR004365 (PFAM); IPR004364 (PFAM); IPR004524 (TIGRFAM); IPR004115 (G3DSA:3.30.1360.GENE3D); IPR029351 (PFAM); G3DSA:3.30.930.10 (GENE3D); IPR004524 (PTHR22594:PANTHER); PTHR22594 (PANTHER); IPR004524 (HAMAP); IPR006195 (PROSITE_PROFILES); cd04317 (CDD); cd00777 (CDD); IPR012340 (SUPERFAMILY); IPR004115 (SUPERFAMILY); SSF55681 (SUPERFAMILY),F:GO:0000166; F:GO:0003676; F:GO:0004812; F:GO:0005524; C:GO:0005737; P:GO:0006418; F:GO:0016874,F:nucleotide binding; F:nucleic acid binding; F:aminoacyl-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation; F:ligase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4169,dihydroneopterin triphosphate pyrophosphatase,147,20,1.84E-104,98.54,3,F:GO:0008828; F:GO:0019177; P:GO:0046656,F:dATP pyrophosphohydrolase activity; F:dihydroneopterin triphosphate pyrophosphohydrolase activity; P:folic acid biosynthetic process,EC:3.6.1.19,Acting on acid anhydrides,IPR003564 (PRINTS); IPR000086 (PFAM); G3DSA:3.90.79.10 (GENE3D); PTHR22769 (PANTHER); PTHR22769:SF28 (PANTHER); IPR000086 (PROSITE_PROFILES); cd04664 (CDD); IPR015797 (SUPERFAMILY),F:GO:0008828; F:GO:0016787; F:GO:0019177; P:GO:0046656,F:dATP pyrophosphohydrolase activity; F:hydrolase activity; F:dihydroneopterin triphosphate pyrophosphohydrolase activity; P:folic acid biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4170,Probable transcriptional regulatory,246,20,6.12E-179,99.63,4,F:GO:0003677; C:GO:0005737; P:GO:0006351; P:GO:0006355,"F:DNA binding; C:cytoplasm; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR002876 (PFAM); IPR017856 (G3DSA:1.10.10.GENE3D); IPR026564 (G3DSA:3.30.70.GENE3D); IPR002876 (TIGRFAM); IPR026564 (G3DSA:3.30.70.GENE3D); IPR002876 (PANTHER); PTHR12532:SF6 (PANTHER); IPR002876 (HAMAP); IPR029072 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4171,crossover junction endodeoxyribonuclease,173,20,5.57E-123,99.42,7,F:GO:0000287; P:GO:0000725; F:GO:0003676; F:GO:0008821; C:GO:0048476; P:GO:0071932; P:GO:0090305,F:magnesium ion binding; P:recombinational repair; F:nucleic acid binding; F:crossover junction endodeoxyribonuclease activity; C:Holliday junction resolvase complex; P:replication fork reversal; P:nucleic acid phosphodiester bond hydrolysis,EC:3.1.31; EC:3.1.22; EC:3.1.22.4,Acting on ester bonds; Acting on ester bonds; Crossover junction endodeoxyribonuclease,IPR002176 (PRINTS); IPR036397 (G3DSA:3.30.420.GENE3D); IPR002176 (TIGRFAM); IPR002176 (PFAM); IPR002176 (PANTHER); IPR002176 (HAMAP); cd00529 (CDD); IPR012337 (SUPERFAMILY),F:GO:0003676; F:GO:0004520; P:GO:0006281; P:GO:0006310,F:nucleic acid binding; F:endodeoxyribonuclease activity; P:DNA repair; P:DNA recombination
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4172,Holliday junction DNA helicase subunit,204,20,4.39E-145,99.61,8,F:GO:0003677; F:GO:0005524; P:GO:0006281; P:GO:0006310; F:GO:0009378; C:GO:0009379; P:GO:0009432; P:GO:0032508,F:DNA binding; F:ATP binding; P:DNA repair; P:DNA recombination; F:four-way junction helicase activity; C:Holliday junction helicase complex; P:SOS response; P:DNA duplex unwinding,EC:3.6.1.15,Nucleoside-triphosphate phosphatase,IPR003583 (SMART); G3DSA:2.40.50.140 (GENE3D); PF14520 (PFAM); IPR000085 (TIGRFAM); G3DSA:1.10.8.10 (GENE3D); G3DSA:1.10.150.20 (GENE3D); IPR011114 (PFAM); IPR013849 (PFAM); IPR000085 (PANTHER); IPR000085 (HAMAP); IPR011114 (CDD); IPR036267 (SUPERFAMILY); IPR010994 (SUPERFAMILY); IPR012340 (SUPERFAMILY),F:GO:0003677; F:GO:0003678; F:GO:0005524; P:GO:0006281; P:GO:0006310; F:GO:0009378; C:GO:0009379,F:DNA binding; F:DNA helicase activity; F:ATP binding; P:DNA repair; P:DNA recombination; F:four-way junction helicase activity; C:Holliday junction helicase complex
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4173,Holliday junction DNA helicase,336,20,0,99.88,7,F:GO:0003677; F:GO:0005524; P:GO:0006281; P:GO:0006310; F:GO:0009378; P:GO:0009432; P:GO:0032508,F:DNA binding; F:ATP binding; P:DNA repair; P:DNA recombination; F:four-way junction helicase activity; P:SOS response; P:DNA duplex unwinding,EC:3.6.1.15,Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR008823 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR004605 (TIGRFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR008824 (PFAM); G3DSA:1.10.8.60 (GENE3D); IPR004605 (PANTHER); IPR008823 (PRODOM); IPR004605 (HAMAP); cd00009 (CDD); IPR036390 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0003677; F:GO:0005524; P:GO:0006281; P:GO:0006310; F:GO:0009378,F:DNA binding; F:ATP binding; P:DNA repair; P:DNA recombination; F:four-way junction helicase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4174,high-affinity zinc transporter membrane component,261,20,1.08E-179,99.71,5,F:GO:0005524; C:GO:0005887; F:GO:0042626; C:GO:0043190; P:GO:0055085,"F:ATP binding; C:integral component of plasma membrane; F:ATPase activity, coupled to transmembrane movement of substances; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport",EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR001626 (PFAM); IPR037294 (G3DSA:1.10.3470.GENE3D); IPR001626 (PANTHER); PTHR30477:SF13 (PANTHER); cd06550 (CDD); IPR037294 (SUPERFAMILY),C:GO:0005887; F:GO:0042626; C:GO:0043190; P:GO:0055085,"C:integral component of plasma membrane; F:ATPase activity, coupled to transmembrane movement of substances; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4175,zinc ABC transporter ATP-binding,251,20,2.94E-179,99.78,5,F:GO:0005524; F:GO:0015633; F:GO:0016887; C:GO:0043190; P:GO:0071577,F:ATP binding; F:zinc-transporting ATPase activity; F:ATPase activity; C:ATP-binding cassette (ABC) transporter complex; P:zinc ion transmembrane transport,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); PTHR42734 (PANTHER); PTHR42734:SF9 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR017882 (PROSITE_PROFILES); cd03235 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005524; C:GO:0005886; P:GO:0006829; F:GO:0015633; F:GO:0016887,F:ATP binding; C:plasma membrane; P:zinc ion transport; F:zinc-transporting ATPase activity; F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4176,zinc ABC transporter substrate-binding,319,20,0,99.51,2,P:GO:0006829; F:GO:0046872,P:zinc ion transport; F:metal ion binding,,,G3DSA:3.40.50.1980 (GENE3D); IPR006127 (PFAM); G3DSA:3.40.50.1980 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR42953 (PANTHER); PTHR42953:SF3 (PANTHER); IPR035520 (CDD); SSF53807 (SUPERFAMILY),P:GO:0006829; P:GO:0030001; F:GO:0046872,P:zinc ion transport; P:metal ion transport; F:metal ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4177,murein DD-endopeptidase,439,20,0,99.9,3,P:GO:0006508; F:GO:0008237; C:GO:0016021,P:proteolysis; F:metallopeptidase activity; C:integral component of membrane,,,IPR018392 (SMART); G3DSA:3.10.450.350 (GENE3D); IPR007340 (PFAM); IPR013731 (PFAM); IPR016047 (PFAM); IPR011055 (G3DSA:2.70.70.GENE3D); G3DSA:3.10.450.350 (GENE3D); PTHR21666 (PANTHER); PTHR21666:SF262 (PANTHER); IPR018392 (PROSITE_PROFILES); IPR018392 (CDD); IPR011055 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4178,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase,323,20,0,99.86,5,C:GO:0005887; P:GO:0009103; C:GO:0009276; F:GO:0019107; P:GO:0036104,C:integral component of plasma membrane; P:lipopolysaccharide biosynthetic process; C:Gram-negative-bacterium-type cell wall; F:myristoyltransferase activity; P:Kdo2-lipid A biosynthetic process,,,IPR004960 (PFAM); IPR004960 (PIRSF); IPR011921 (TIGRFAM); IPR004960 (PANTHER); PTHR30606:SF4 (PANTHER); IPR011921 (HAMAP); IPR004960 (CDD),P:GO:0009103; C:GO:0009276; C:GO:0016021; F:GO:0016740; F:GO:0016747,"P:lipopolysaccharide biosynthetic process; C:Gram-negative-bacterium-type cell wall; C:integral component of membrane; F:transferase activity; F:transferase activity, transferring acyl groups other than amino-acyl groups"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4179,pyruvate kinase,480,20,0,99.88,5,F:GO:0000287; F:GO:0004743; P:GO:0006096; F:GO:0016301; F:GO:0030955,F:magnesium ion binding; F:pyruvate kinase activity; P:glycolytic process; F:kinase activity; F:potassium ion binding,EC:2.7.1.40,Pyruvate kinase,IPR001697 (PRINTS); IPR036918 (G3DSA:3.40.1380.GENE3D); IPR015806 (G3DSA:2.40.33.GENE3D); IPR001697 (TIGRFAM); G3DSA:3.20.20.60 (GENE3D); IPR015793 (PFAM); IPR015795 (PFAM); PTHR11817:SF17 (PANTHER); IPR001697 (PANTHER); IPR036918 (SUPERFAMILY); IPR011037 (SUPERFAMILY); IPR015813 (SUPERFAMILY),F:GO:0000287; F:GO:0003824; F:GO:0004743; P:GO:0006096; F:GO:0030955,F:magnesium ion binding; F:catalytic activity; F:pyruvate kinase activity; P:glycolytic process; F:potassium ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_4180,transcriptional regulator,289,20,0,99.57,7,F:GO:0003677; F:GO:0003700; P:GO:0005975; P:GO:0006355; F:GO:0030246; F:GO:0097367; P:GO:1901135,"F:DNA binding; F:DNA-binding transcription factor activity; P:carbohydrate metabolic process; P:regulation of transcription, DNA-templated; F:carbohydrate binding; F:carbohydrate derivative binding; P:carbohydrate derivative metabolic process",,,IPR036388 (G3DSA:1.10.10.GENE3D); IPR000281 (PFAM); IPR001347 (PFAM); G3DSA:3.40.50.10490 (GENE3D); PTHR30514:SF1 (PANTHER); PTHR30514 (PANTHER); IPR000281 (PROSITE_PROFILES); IPR001347 (PROSITE_PROFILES); IPR035472 (CDD); IPR009057 (SUPERFAMILY); SSF53697 (SUPERFAMILY),F:GO:0003677; F:GO:0003700; P:GO:0006355; F:GO:0097367; P:GO:1901135,"F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:carbohydrate derivative binding; P:carbohydrate derivative metabolic process"
